# variances: var_g = 4.85771e-02 ;  cov_gk = 5.81613e-04 ;  var_k_correlated = 8.96469e-06 ;  var_k_uncorrelated = 4.05325e-05
# shift params: lambda_g = 1.46148e+00 ;  lambda_k_correlated = 2.44045e-02 ;  lambda_k_uncorrelated = 5.73463e-02
# ell          C_gg(ell)          C_gk(ell)          C_kk_correlated(ell)          C_kk_uncorrelated(ell)
6214    8.26563e-08    9.88886e-10    1.47475e-11    5.03616e-11
6215    8.26344e-08    9.88624e-10    1.47435e-11    5.03471e-11
6216    8.26126e-08    9.88363e-10    1.47396e-11    5.03325e-11
6217    8.25907e-08    9.88101e-10    1.47356e-11    5.03180e-11
6218    8.25689e-08    9.87840e-10    1.47316e-11    5.03035e-11
6219    8.25470e-08    9.87579e-10    1.47276e-11    5.02889e-11
6220    8.25252e-08    9.87318e-10    1.47237e-11    5.02744e-11
6221    8.25034e-08    9.87057e-10    1.47197e-11    5.02599e-11
6222    8.24815e-08    9.86796e-10    1.47157e-11    5.02454e-11
6223    8.24597e-08    9.86536e-10    1.47118e-11    5.02309e-11
6224    8.24379e-08    9.86275e-10    1.47078e-11    5.02164e-11
6225    8.24162e-08    9.86015e-10    1.47038e-11    5.02019e-11
6226    8.23944e-08    9.85754e-10    1.46999e-11    5.01875e-11
6227    8.23726e-08    9.85494e-10    1.46959e-11    5.01730e-11
6228    8.23508e-08    9.85234e-10    1.46920e-11    5.01585e-11
6229    8.23291e-08    9.84974e-10    1.46880e-11    5.01441e-11
6230    8.23073e-08    9.84713e-10    1.46840e-11    5.01296e-11
6231    8.22856e-08    9.84454e-10    1.46801e-11    5.01152e-11
6232    8.22638e-08    9.84194e-10    1.46761e-11    5.01007e-11
6233    8.22421e-08    9.83934e-10    1.46722e-11    5.00863e-11
6234    8.22204e-08    9.83674e-10    1.46682e-11    5.00719e-11
6235    8.21987e-08    9.83415e-10    1.46643e-11    5.00574e-11
6236    8.21770e-08    9.83155e-10    1.46603e-11    5.00430e-11
6237    8.21553e-08    9.82896e-10    1.46564e-11    5.00286e-11
6238    8.21336e-08    9.82637e-10    1.46525e-11    5.00142e-11
6239    8.21119e-08    9.82377e-10    1.46485e-11    4.99998e-11
6240    8.20902e-08    9.82118e-10    1.46446e-11    4.99854e-11
6241    8.20686e-08    9.81859e-10    1.46406e-11    4.99710e-11
6242    8.20469e-08    9.81600e-10    1.46367e-11    4.99566e-11
6243    8.20253e-08    9.81342e-10    1.46328e-11    4.99422e-11
6244    8.20036e-08    9.81083e-10    1.46288e-11    4.99279e-11
6245    8.19820e-08    9.80824e-10    1.46249e-11    4.99135e-11
6246    8.19604e-08    9.80566e-10    1.46210e-11    4.98992e-11
6247    8.19388e-08    9.80307e-10    1.46170e-11    4.98848e-11
6248    8.19172e-08    9.80049e-10    1.46131e-11    4.98705e-11
6249    8.18956e-08    9.79791e-10    1.46092e-11    4.98561e-11
6250    8.18740e-08    9.79533e-10    1.46052e-11    4.98418e-11
6251    8.18524e-08    9.79275e-10    1.46013e-11    4.98274e-11
6252    8.18308e-08    9.79017e-10    1.45974e-11    4.98131e-11
6253    8.18092e-08    9.78759e-10    1.45935e-11    4.97988e-11
6254    8.17877e-08    9.78501e-10    1.45895e-11    4.97845e-11
6255    8.17661e-08    9.78243e-10    1.45856e-11    4.97702e-11
6256    8.17446e-08    9.77986e-10    1.45817e-11    4.97559e-11
6257    8.17230e-08    9.77728e-10    1.45778e-11    4.97416e-11
6258    8.17015e-08    9.77471e-10    1.45739e-11    4.97273e-11
6259    8.16800e-08    9.77213e-10    1.45700e-11    4.97130e-11
6260    8.16585e-08    9.76956e-10    1.45661e-11    4.96988e-11
6261    8.16370e-08    9.76699e-10    1.45621e-11    4.96845e-11
6262    8.16155e-08    9.76442e-10    1.45582e-11    4.96702e-11
6263    8.15940e-08    9.76185e-10    1.45543e-11    4.96560e-11
6264    8.15725e-08    9.75928e-10    1.45504e-11    4.96417e-11
6265    8.15510e-08    9.75672e-10    1.45465e-11    4.96275e-11
6266    8.15295e-08    9.75415e-10    1.45426e-11    4.96132e-11
6267    8.15081e-08    9.75158e-10    1.45387e-11    4.95990e-11
6268    8.14866e-08    9.74902e-10    1.45348e-11    4.95848e-11
6269    8.14652e-08    9.74646e-10    1.45309e-11    4.95705e-11
6270    8.14437e-08    9.74389e-10    1.45270e-11    4.95563e-11
6271    8.14223e-08    9.74133e-10    1.45231e-11    4.95421e-11
6272    8.14009e-08    9.73877e-10    1.45192e-11    4.95279e-11
6273    8.13795e-08    9.73621e-10    1.45153e-11    4.95137e-11
6274    8.13581e-08    9.73365e-10    1.45114e-11    4.94995e-11
6275    8.13367e-08    9.73109e-10    1.45076e-11    4.94853e-11
6276    8.13153e-08    9.72854e-10    1.45037e-11    4.94711e-11
6277    8.12939e-08    9.72598e-10    1.44998e-11    4.94570e-11
6278    8.12725e-08    9.72342e-10    1.44959e-11    4.94428e-11
6279    8.12512e-08    9.72087e-10    1.44920e-11    4.94286e-11
6280    8.12298e-08    9.71832e-10    1.44881e-11    4.94145e-11
6281    8.12085e-08    9.71576e-10    1.44842e-11    4.94003e-11
6282    8.11871e-08    9.71321e-10    1.44804e-11    4.93862e-11
6283    8.11658e-08    9.71066e-10    1.44765e-11    4.93720e-11
6284    8.11445e-08    9.70811e-10    1.44726e-11    4.93579e-11
6285    8.11231e-08    9.70556e-10    1.44687e-11    4.93438e-11
6286    8.11018e-08    9.70302e-10    1.44649e-11    4.93297e-11
6287    8.10805e-08    9.70047e-10    1.44610e-11    4.93155e-11
6288    8.10592e-08    9.69792e-10    1.44571e-11    4.93014e-11
6289    8.10379e-08    9.69538e-10    1.44533e-11    4.92873e-11
6290    8.10167e-08    9.69283e-10    1.44494e-11    4.92732e-11
6291    8.09954e-08    9.69029e-10    1.44455e-11    4.92591e-11
6292    8.09741e-08    9.68775e-10    1.44417e-11    4.92450e-11
6293    8.09529e-08    9.68521e-10    1.44378e-11    4.92310e-11
6294    8.09316e-08    9.68267e-10    1.44339e-11    4.92169e-11
6295    8.09104e-08    9.68013e-10    1.44301e-11    4.92028e-11
6296    8.08891e-08    9.67759e-10    1.44262e-11    4.91887e-11
6297    8.08679e-08    9.67505e-10    1.44224e-11    4.91747e-11
6298    8.08467e-08    9.67251e-10    1.44185e-11    4.91606e-11
6299    8.08255e-08    9.66998e-10    1.44146e-11    4.91466e-11
6300    8.08043e-08    9.66744e-10    1.44108e-11    4.91325e-11
6301    8.07831e-08    9.66491e-10    1.44069e-11    4.91185e-11
6302    8.07619e-08    9.66238e-10    1.44031e-11    4.91045e-11
6303    8.07407e-08    9.65984e-10    1.43992e-11    4.90905e-11
6304    8.07195e-08    9.65731e-10    1.43954e-11    4.90764e-11
6305    8.06984e-08    9.65478e-10    1.43915e-11    4.90624e-11
6306    8.06772e-08    9.65225e-10    1.43877e-11    4.90484e-11
6307    8.06561e-08    9.64972e-10    1.43839e-11    4.90344e-11
6308    8.06349e-08    9.64720e-10    1.43800e-11    4.90204e-11
6309    8.06138e-08    9.64467e-10    1.43762e-11    4.90064e-11
6310    8.05927e-08    9.64214e-10    1.43723e-11    4.89924e-11
6311    8.05715e-08    9.63962e-10    1.43685e-11    4.89785e-11
6312    8.05504e-08    9.63709e-10    1.43647e-11    4.89645e-11
6313    8.05293e-08    9.63457e-10    1.43608e-11    4.89505e-11
6314    8.05082e-08    9.63205e-10    1.43570e-11    4.89366e-11
6315    8.04871e-08    9.62953e-10    1.43532e-11    4.89226e-11
6316    8.04660e-08    9.62701e-10    1.43493e-11    4.89087e-11
6317    8.04450e-08    9.62449e-10    1.43455e-11    4.88947e-11
6318    8.04239e-08    9.62197e-10    1.43417e-11    4.88808e-11
6319    8.04029e-08    9.61945e-10    1.43378e-11    4.88668e-11
6320    8.03818e-08    9.61694e-10    1.43340e-11    4.88529e-11
6321    8.03608e-08    9.61442e-10    1.43302e-11    4.88390e-11
6322    8.03397e-08    9.61191e-10    1.43264e-11    4.88251e-11
6323    8.03187e-08    9.60939e-10    1.43226e-11    4.88112e-11
6324    8.02977e-08    9.60688e-10    1.43187e-11    4.87973e-11
6325    8.02767e-08    9.60437e-10    1.43149e-11    4.87834e-11
6326    8.02557e-08    9.60185e-10    1.43111e-11    4.87695e-11
6327    8.02347e-08    9.59934e-10    1.43073e-11    4.87556e-11
6328    8.02137e-08    9.59684e-10    1.43035e-11    4.87417e-11
6329    8.01927e-08    9.59433e-10    1.42997e-11    4.87278e-11
6330    8.01717e-08    9.59182e-10    1.42959e-11    4.87140e-11
6331    8.01507e-08    9.58931e-10    1.42920e-11    4.87001e-11
6332    8.01298e-08    9.58681e-10    1.42882e-11    4.86863e-11
6333    8.01088e-08    9.58430e-10    1.42844e-11    4.86724e-11
6334    8.00879e-08    9.58180e-10    1.42806e-11    4.86586e-11
6335    8.00669e-08    9.57929e-10    1.42768e-11    4.86447e-11
6336    8.00460e-08    9.57679e-10    1.42730e-11    4.86309e-11
6337    8.00251e-08    9.57429e-10    1.42692e-11    4.86170e-11
6338    8.00042e-08    9.57179e-10    1.42654e-11    4.86032e-11
6339    7.99833e-08    9.56929e-10    1.42616e-11    4.85894e-11
6340    7.99624e-08    9.56679e-10    1.42578e-11    4.85756e-11
6341    7.99415e-08    9.56430e-10    1.42540e-11    4.85618e-11
6342    7.99206e-08    9.56180e-10    1.42502e-11    4.85480e-11
6343    7.98997e-08    9.55930e-10    1.42464e-11    4.85342e-11
6344    7.98789e-08    9.55681e-10    1.42427e-11    4.85204e-11
6345    7.98580e-08    9.55431e-10    1.42389e-11    4.85066e-11
6346    7.98371e-08    9.55182e-10    1.42351e-11    4.84928e-11
6347    7.98163e-08    9.54933e-10    1.42313e-11    4.84791e-11
6348    7.97955e-08    9.54684e-10    1.42275e-11    4.84653e-11
6349    7.97746e-08    9.54435e-10    1.42237e-11    4.84515e-11
6350    7.97538e-08    9.54186e-10    1.42199e-11    4.84378e-11
6351    7.97330e-08    9.53937e-10    1.42162e-11    4.84240e-11
6352    7.97122e-08    9.53688e-10    1.42124e-11    4.84103e-11
6353    7.96914e-08    9.53439e-10    1.42086e-11    4.83965e-11
6354    7.96706e-08    9.53191e-10    1.42048e-11    4.83828e-11
6355    7.96498e-08    9.52942e-10    1.42011e-11    4.83691e-11
6356    7.96290e-08    9.52694e-10    1.41973e-11    4.83554e-11
6357    7.96082e-08    9.52446e-10    1.41935e-11    4.83416e-11
6358    7.95875e-08    9.52197e-10    1.41897e-11    4.83279e-11
6359    7.95667e-08    9.51949e-10    1.41860e-11    4.83142e-11
6360    7.95460e-08    9.51701e-10    1.41822e-11    4.83005e-11
6361    7.95252e-08    9.51453e-10    1.41784e-11    4.82868e-11
6362    7.95045e-08    9.51205e-10    1.41747e-11    4.82731e-11
6363    7.94838e-08    9.50958e-10    1.41709e-11    4.82595e-11
6364    7.94631e-08    9.50710e-10    1.41671e-11    4.82458e-11
6365    7.94423e-08    9.50462e-10    1.41634e-11    4.82321e-11
6366    7.94216e-08    9.50215e-10    1.41596e-11    4.82184e-11
6367    7.94009e-08    9.49967e-10    1.41559e-11    4.82048e-11
6368    7.93802e-08    9.49720e-10    1.41521e-11    4.81911e-11
6369    7.93596e-08    9.49473e-10    1.41484e-11    4.81775e-11
6370    7.93389e-08    9.49226e-10    1.41446e-11    4.81638e-11
6371    7.93182e-08    9.48978e-10    1.41408e-11    4.81502e-11
6372    7.92976e-08    9.48731e-10    1.41371e-11    4.81366e-11
6373    7.92769e-08    9.48485e-10    1.41333e-11    4.81229e-11
6374    7.92563e-08    9.48238e-10    1.41296e-11    4.81093e-11
6375    7.92356e-08    9.47991e-10    1.41258e-11    4.80957e-11
6376    7.92150e-08    9.47744e-10    1.41221e-11    4.80821e-11
6377    7.91944e-08    9.47498e-10    1.41184e-11    4.80685e-11
6378    7.91738e-08    9.47251e-10    1.41146e-11    4.80549e-11
6379    7.91532e-08    9.47005e-10    1.41109e-11    4.80413e-11
6380    7.91326e-08    9.46759e-10    1.41071e-11    4.80277e-11
6381    7.91120e-08    9.46513e-10    1.41034e-11    4.80141e-11
6382    7.90914e-08    9.46266e-10    1.40997e-11    4.80005e-11
6383    7.90708e-08    9.46020e-10    1.40959e-11    4.79870e-11
6384    7.90502e-08    9.45775e-10    1.40922e-11    4.79734e-11
6385    7.90297e-08    9.45529e-10    1.40885e-11    4.79598e-11
6386    7.90091e-08    9.45283e-10    1.40847e-11    4.79463e-11
6387    7.89886e-08    9.45037e-10    1.40810e-11    4.79327e-11
6388    7.89680e-08    9.44792e-10    1.40773e-11    4.79192e-11
6389    7.89475e-08    9.44546e-10    1.40735e-11    4.79057e-11
6390    7.89270e-08    9.44301e-10    1.40698e-11    4.78921e-11
6391    7.89064e-08    9.44056e-10    1.40661e-11    4.78786e-11
6392    7.88859e-08    9.43810e-10    1.40624e-11    4.78651e-11
6393    7.88654e-08    9.43565e-10    1.40586e-11    4.78516e-11
6394    7.88449e-08    9.43320e-10    1.40549e-11    4.78380e-11
6395    7.88244e-08    9.43075e-10    1.40512e-11    4.78245e-11
6396    7.88040e-08    9.42830e-10    1.40475e-11    4.78110e-11
6397    7.87835e-08    9.42586e-10    1.40438e-11    4.77975e-11
6398    7.87630e-08    9.42341e-10    1.40400e-11    4.77841e-11
6399    7.87426e-08    9.42096e-10    1.40363e-11    4.77706e-11
6400    7.87221e-08    9.41852e-10    1.40326e-11    4.77571e-11
6401    7.87017e-08    9.41607e-10    1.40289e-11    4.77436e-11
6402    7.86812e-08    9.41363e-10    1.40252e-11    4.77302e-11
6403    7.86608e-08    9.41119e-10    1.40215e-11    4.77167e-11
6404    7.86404e-08    9.40875e-10    1.40178e-11    4.77032e-11
6405    7.86200e-08    9.40631e-10    1.40141e-11    4.76898e-11
6406    7.85995e-08    9.40387e-10    1.40104e-11    4.76763e-11
6407    7.85791e-08    9.40143e-10    1.40067e-11    4.76629e-11
6408    7.85588e-08    9.39899e-10    1.40030e-11    4.76495e-11
6409    7.85384e-08    9.39655e-10    1.39993e-11    4.76360e-11
6410    7.85180e-08    9.39411e-10    1.39956e-11    4.76226e-11
6411    7.84976e-08    9.39168e-10    1.39919e-11    4.76092e-11
6412    7.84772e-08    9.38924e-10    1.39882e-11    4.75958e-11
6413    7.84569e-08    9.38681e-10    1.39845e-11    4.75824e-11
6414    7.84365e-08    9.38438e-10    1.39808e-11    4.75690e-11
6415    7.84162e-08    9.38195e-10    1.39771e-11    4.75556e-11
6416    7.83959e-08    9.37951e-10    1.39734e-11    4.75422e-11
6417    7.83755e-08    9.37708e-10    1.39697e-11    4.75288e-11
6418    7.83552e-08    9.37466e-10    1.39660e-11    4.75154e-11
6419    7.83349e-08    9.37223e-10    1.39623e-11    4.75020e-11
6420    7.83146e-08    9.36980e-10    1.39587e-11    4.74887e-11
6421    7.82943e-08    9.36737e-10    1.39550e-11    4.74753e-11
6422    7.82740e-08    9.36495e-10    1.39513e-11    4.74620e-11
6423    7.82537e-08    9.36252e-10    1.39476e-11    4.74486e-11
6424    7.82334e-08    9.36010e-10    1.39439e-11    4.74353e-11
6425    7.82132e-08    9.35767e-10    1.39403e-11    4.74219e-11
6426    7.81929e-08    9.35525e-10    1.39366e-11    4.74086e-11
6427    7.81727e-08    9.35283e-10    1.39329e-11    4.73952e-11
6428    7.81524e-08    9.35041e-10    1.39292e-11    4.73819e-11
6429    7.81322e-08    9.34799e-10    1.39256e-11    4.73686e-11
6430    7.81119e-08    9.34557e-10    1.39219e-11    4.73553e-11
6431    7.80917e-08    9.34315e-10    1.39182e-11    4.73420e-11
6432    7.80715e-08    9.34073e-10    1.39145e-11    4.73287e-11
6433    7.80513e-08    9.33832e-10    1.39109e-11    4.73154e-11
6434    7.80311e-08    9.33590e-10    1.39072e-11    4.73021e-11
6435    7.80109e-08    9.33349e-10    1.39035e-11    4.72888e-11
6436    7.79907e-08    9.33107e-10    1.38999e-11    4.72755e-11
6437    7.79705e-08    9.32866e-10    1.38962e-11    4.72622e-11
6438    7.79503e-08    9.32625e-10    1.38926e-11    4.72490e-11
6439    7.79301e-08    9.32384e-10    1.38889e-11    4.72357e-11
6440    7.79100e-08    9.32143e-10    1.38852e-11    4.72224e-11
6441    7.78898e-08    9.31902e-10    1.38816e-11    4.72092e-11
6442    7.78697e-08    9.31661e-10    1.38779e-11    4.71959e-11
6443    7.78495e-08    9.31420e-10    1.38743e-11    4.71827e-11
6444    7.78294e-08    9.31180e-10    1.38706e-11    4.71694e-11
6445    7.78093e-08    9.30939e-10    1.38670e-11    4.71562e-11
6446    7.77892e-08    9.30698e-10    1.38633e-11    4.71430e-11
6447    7.77691e-08    9.30458e-10    1.38597e-11    4.71298e-11
6448    7.77490e-08    9.30218e-10    1.38560e-11    4.71165e-11
6449    7.77289e-08    9.29977e-10    1.38524e-11    4.71033e-11
6450    7.77088e-08    9.29737e-10    1.38487e-11    4.70901e-11
6451    7.76887e-08    9.29497e-10    1.38451e-11    4.70769e-11
6452    7.76686e-08    9.29257e-10    1.38415e-11    4.70637e-11
6453    7.76485e-08    9.29017e-10    1.38378e-11    4.70505e-11
6454    7.76285e-08    9.28777e-10    1.38342e-11    4.70373e-11
6455    7.76084e-08    9.28538e-10    1.38305e-11    4.70242e-11
6456    7.75884e-08    9.28298e-10    1.38269e-11    4.70110e-11
6457    7.75683e-08    9.28058e-10    1.38233e-11    4.69978e-11
6458    7.75483e-08    9.27819e-10    1.38196e-11    4.69846e-11
6459    7.75283e-08    9.27579e-10    1.38160e-11    4.69715e-11
6460    7.75083e-08    9.27340e-10    1.38124e-11    4.69583e-11
6461    7.74882e-08    9.27101e-10    1.38087e-11    4.69452e-11
6462    7.74682e-08    9.26862e-10    1.38051e-11    4.69320e-11
6463    7.74482e-08    9.26623e-10    1.38015e-11    4.69189e-11
6464    7.74283e-08    9.26384e-10    1.37979e-11    4.69058e-11
6465    7.74083e-08    9.26145e-10    1.37942e-11    4.68926e-11
6466    7.73883e-08    9.25906e-10    1.37906e-11    4.68795e-11
6467    7.73683e-08    9.25667e-10    1.37870e-11    4.68664e-11
6468    7.73484e-08    9.25429e-10    1.37834e-11    4.68533e-11
6469    7.73284e-08    9.25190e-10    1.37797e-11    4.68402e-11
6470    7.73085e-08    9.24952e-10    1.37761e-11    4.68271e-11
6471    7.72885e-08    9.24713e-10    1.37725e-11    4.68140e-11
6472    7.72686e-08    9.24475e-10    1.37689e-11    4.68009e-11
6473    7.72487e-08    9.24237e-10    1.37653e-11    4.67878e-11
6474    7.72288e-08    9.23999e-10    1.37617e-11    4.67747e-11
6475    7.72088e-08    9.23761e-10    1.37581e-11    4.67617e-11
6476    7.71889e-08    9.23523e-10    1.37544e-11    4.67486e-11
6477    7.71690e-08    9.23285e-10    1.37508e-11    4.67355e-11
6478    7.71492e-08    9.23047e-10    1.37472e-11    4.67225e-11
6479    7.71293e-08    9.22809e-10    1.37436e-11    4.67094e-11
6480    7.71094e-08    9.22572e-10    1.37400e-11    4.66964e-11
6481    7.70895e-08    9.22334e-10    1.37364e-11    4.66833e-11
6482    7.70697e-08    9.22097e-10    1.37328e-11    4.66703e-11
6483    7.70498e-08    9.21859e-10    1.37292e-11    4.66572e-11
6484    7.70300e-08    9.21622e-10    1.37256e-11    4.66442e-11
6485    7.70101e-08    9.21385e-10    1.37220e-11    4.66312e-11
6486    7.69903e-08    9.21148e-10    1.37184e-11    4.66182e-11
6487    7.69705e-08    9.20911e-10    1.37148e-11    4.66052e-11
6488    7.69506e-08    9.20674e-10    1.37112e-11    4.65922e-11
6489    7.69308e-08    9.20437e-10    1.37076e-11    4.65791e-11
6490    7.69110e-08    9.20200e-10    1.37040e-11    4.65662e-11
6491    7.68912e-08    9.19963e-10    1.37005e-11    4.65532e-11
6492    7.68714e-08    9.19727e-10    1.36969e-11    4.65402e-11
6493    7.68516e-08    9.19490e-10    1.36933e-11    4.65272e-11
6494    7.68319e-08    9.19254e-10    1.36897e-11    4.65142e-11
6495    7.68121e-08    9.19018e-10    1.36861e-11    4.65012e-11
6496    7.67923e-08    9.18781e-10    1.36825e-11    4.64883e-11
6497    7.67726e-08    9.18545e-10    1.36789e-11    4.64753e-11
6498    7.67528e-08    9.18309e-10    1.36754e-11    4.64624e-11
6499    7.67331e-08    9.18073e-10    1.36718e-11    4.64494e-11
6500    7.67134e-08    9.17837e-10    1.36682e-11    4.64365e-11
6501    7.66936e-08    9.17601e-10    1.36646e-11    4.64235e-11
6502    7.66739e-08    9.17365e-10    1.36611e-11    4.64106e-11
6503    7.66542e-08    9.17130e-10    1.36575e-11    4.63977e-11
6504    7.66345e-08    9.16894e-10    1.36539e-11    4.63847e-11
6505    7.66148e-08    9.16659e-10    1.36503e-11    4.63718e-11
6506    7.65951e-08    9.16423e-10    1.36468e-11    4.63589e-11
6507    7.65754e-08    9.16188e-10    1.36432e-11    4.63460e-11
6508    7.65557e-08    9.15953e-10    1.36396e-11    4.63331e-11
6509    7.65361e-08    9.15717e-10    1.36361e-11    4.63202e-11
6510    7.65164e-08    9.15482e-10    1.36325e-11    4.63073e-11
6511    7.64967e-08    9.15247e-10    1.36289e-11    4.62944e-11
6512    7.64771e-08    9.15012e-10    1.36254e-11    4.62815e-11
