#Cosmological Parameters: Om_m = 3.1750000000e-01, Om_l = 6.8250000000e-01, Om_r = 0.0000000000e+00
#a_max = 1.0100000000e+00
#t              eta(t)              w(eta)              z(eta)              a(eta)              H(eta)       H_prime(eta)
6.2642754518e-01    2.8447588956e+00    3.8501701472e-01    4.3085330514e-01    6.9888366362e-01    8.8749936085e-01    1.0621122894e-01
6.2646547968e-01    2.8448131730e+00    3.8496273732e-01    4.3078438071e-01    6.9891733058e-01    8.8750512689e-01    1.0625428894e-01
6.2650341394e-01    2.8448674475e+00    3.8490846289e-01    4.3071546293e-01    6.9895099753e-01    8.8751089495e-01    1.0629734943e-01
6.2654134795e-01    2.8449217189e+00    3.8485419142e-01    4.3064655178e-01    6.9898466449e-01    8.8751666503e-01    1.0634041042e-01
6.2657928171e-01    2.8449759874e+00    3.8479992292e-01    4.3057764728e-01    6.9901833144e-01    8.8752243713e-01    1.0638347190e-01
6.2661721523e-01    2.8450302530e+00    3.8474565739e-01    4.3050874941e-01    6.9905199840e-01    8.8752821126e-01    1.0642653387e-01
6.2665514850e-01    2.8450845155e+00    3.8469139482e-01    4.3043985817e-01    6.9908566536e-01    8.8753398740e-01    1.0646959634e-01
6.2669308152e-01    2.8451387751e+00    3.8463713522e-01    4.3037097357e-01    6.9911933231e-01    8.8753976557e-01    1.0651265930e-01
6.2673101429e-01    2.8451930318e+00    3.8458287859e-01    4.3030209561e-01    6.9915299927e-01    8.8754554575e-01    1.0655572275e-01
6.2676894682e-01    2.8452472854e+00    3.8452862492e-01    4.3023322427e-01    6.9918666622e-01    8.8755132796e-01    1.0659878670e-01
6.2680687910e-01    2.8453015361e+00    3.8447437422e-01    4.3016435957e-01    6.9922033318e-01    8.8755711219e-01    1.0664185115e-01
6.2684481114e-01    2.8453557839e+00    3.8442012648e-01    4.3009550151e-01    6.9925400013e-01    8.8756289843e-01    1.0668491609e-01
6.2688274292e-01    2.8454100286e+00    3.8436588171e-01    4.3002665007e-01    6.9928766709e-01    8.8756868670e-01    1.0672798152e-01
6.2692067446e-01    2.8454642704e+00    3.8431163991e-01    4.2995780526e-01    6.9932133404e-01    8.8757447699e-01    1.0677104745e-01
6.2695860575e-01    2.8455185093e+00    3.8425740106e-01    4.2988896708e-01    6.9935500100e-01    8.8758026929e-01    1.0681411387e-01
6.2699653680e-01    2.8455727452e+00    3.8420316519e-01    4.2982013552e-01    6.9938866796e-01    8.8758606362e-01    1.0685718079e-01
6.2703446759e-01    2.8456269781e+00    3.8414893228e-01    4.2975131060e-01    6.9942233491e-01    8.8759185996e-01    1.0690024820e-01
6.2707239814e-01    2.8456812080e+00    3.8409470233e-01    4.2968249230e-01    6.9945600187e-01    8.8759765832e-01    1.0694331611e-01
6.2711032844e-01    2.8457354350e+00    3.8404047535e-01    4.2961368062e-01    6.9948966882e-01    8.8760345870e-01    1.0698638451e-01
6.2714825849e-01    2.8457896590e+00    3.8398625133e-01    4.2954487557e-01    6.9952333578e-01    8.8760926110e-01    1.0702945341e-01
6.2718618830e-01    2.8458438801e+00    3.8393203028e-01    4.2947607714e-01    6.9955700273e-01    8.8761506552e-01    1.0707252280e-01
6.2722411785e-01    2.8458980982e+00    3.8387781219e-01    4.2940728533e-01    6.9959066969e-01    8.8762087196e-01    1.0711559270e-01
6.2726204716e-01    2.8459523133e+00    3.8382359707e-01    4.2933850014e-01    6.9962433664e-01    8.8762668041e-01    1.0715866308e-01
6.2729997622e-01    2.8460065254e+00    3.8376938491e-01    4.2926972157e-01    6.9965800360e-01    8.8763249088e-01    1.0720173397e-01
6.2733790503e-01    2.8460607346e+00    3.8371517571e-01    4.2920094962e-01    6.9969167056e-01    8.8763830337e-01    1.0724480535e-01
6.2737583360e-01    2.8461149409e+00    3.8366096947e-01    4.2913218429e-01    6.9972533751e-01    8.8764411787e-01    1.0728787722e-01
6.2741376191e-01    2.8461691441e+00    3.8360676620e-01    4.2906342557e-01    6.9975900447e-01    8.8764993439e-01    1.0733094960e-01
6.2745168998e-01    2.8462233445e+00    3.8355256589e-01    4.2899467348e-01    6.9979267142e-01    8.8765575293e-01    1.0737402247e-01
6.2748961780e-01    2.8462775418e+00    3.8349836855e-01    4.2892592799e-01    6.9982633838e-01    8.8766157348e-01    1.0741709583e-01
6.2752754537e-01    2.8463317362e+00    3.8344417416e-01    4.2885718912e-01    6.9986000533e-01    8.8766739605e-01    1.0746016970e-01
6.2756547269e-01    2.8463859276e+00    3.8338998274e-01    4.2878845687e-01    6.9989367229e-01    8.8767322064e-01    1.0750324406e-01
6.2760339976e-01    2.8464401161e+00    3.8333579429e-01    4.2871973122e-01    6.9992733924e-01    8.8767904724e-01    1.0754631892e-01
6.2764132658e-01    2.8464943016e+00    3.8328160879e-01    4.2865101219e-01    6.9996100620e-01    8.8768487586e-01    1.0758939428e-01
6.2767925315e-01    2.8465484841e+00    3.8322742626e-01    4.2858229977e-01    6.9999467316e-01    8.8769070649e-01    1.0763247013e-01
6.2771717948e-01    2.8466026637e+00    3.8317324668e-01    4.2851359395e-01    7.0002834011e-01    8.8769653914e-01    1.0767554648e-01
6.2775510555e-01    2.8466568403e+00    3.8311907007e-01    4.2844489475e-01    7.0006200707e-01    8.8770237380e-01    1.0771862334e-01
6.2779303138e-01    2.8467110139e+00    3.8306489642e-01    4.2837620215e-01    7.0009567402e-01    8.8770821048e-01    1.0776170068e-01
6.2783095695e-01    2.8467651846e+00    3.8301072574e-01    4.2830751616e-01    7.0012934098e-01    8.8771404917e-01    1.0780477853e-01
6.2786888228e-01    2.8468193523e+00    3.8295655801e-01    4.2823883677e-01    7.0016300793e-01    8.8771988988e-01    1.0784785688e-01
6.2790680736e-01    2.8468735171e+00    3.8290239324e-01    4.2817016399e-01    7.0019667489e-01    8.8772573260e-01    1.0789093572e-01
6.2794473218e-01    2.8469276789e+00    3.8284823144e-01    4.2810149781e-01    7.0023034184e-01    8.8773157734e-01    1.0793401507e-01
6.2798265676e-01    2.8469818378e+00    3.8279407260e-01    4.2803283823e-01    7.0026400880e-01    8.8773742408e-01    1.0797709491e-01
6.2802058109e-01    2.8470359936e+00    3.8273991671e-01    4.2796418526e-01    7.0029767576e-01    8.8774327284e-01    1.0802017525e-01
6.2805850517e-01    2.8470901466e+00    3.8268576379e-01    4.2789553889e-01    7.0033134271e-01    8.8774912362e-01    1.0806325609e-01
6.2809642899e-01    2.8471442965e+00    3.8263161383e-01    4.2782689911e-01    7.0036500967e-01    8.8775497641e-01    1.0810633743e-01
6.2813435257e-01    2.8471984435e+00    3.8257746682e-01    4.2775826594e-01    7.0039867662e-01    8.8776083121e-01    1.0814941927e-01
6.2817227590e-01    2.8472525876e+00    3.8252332278e-01    4.2768963936e-01    7.0043234358e-01    8.8776668802e-01    1.0819250161e-01
6.2821019898e-01    2.8473067287e+00    3.8246918170e-01    4.2762101938e-01    7.0046601053e-01    8.8777254685e-01    1.0823558445e-01
6.2824812180e-01    2.8473608668e+00    3.8241504357e-01    4.2755240600e-01    7.0049967749e-01    8.8777840768e-01    1.0827866779e-01
6.2828604438e-01    2.8474150019e+00    3.8236090841e-01    4.2748379921e-01    7.0053334444e-01    8.8778427053e-01    1.0832175163e-01
6.2832396671e-01    2.8474691341e+00    3.8230677620e-01    4.2741519901e-01    7.0056701140e-01    8.8779013540e-01    1.0836483597e-01
6.2836188878e-01    2.8475232634e+00    3.8225264696e-01    4.2734660541e-01    7.0060067836e-01    8.8779600227e-01    1.0840792082e-01
6.2839981061e-01    2.8475773897e+00    3.8219852067e-01    4.2727801840e-01    7.0063434531e-01    8.8780187115e-01    1.0845100616e-01
6.2843773218e-01    2.8476315130e+00    3.8214439734e-01    4.2720943798e-01    7.0066801227e-01    8.8780774205e-01    1.0849409200e-01
6.2847565350e-01    2.8476856334e+00    3.8209027697e-01    4.2714086415e-01    7.0070167922e-01    8.8781361495e-01    1.0853717834e-01
6.2851357458e-01    2.8477397508e+00    3.8203615956e-01    4.2707229692e-01    7.0073534618e-01    8.8781948987e-01    1.0858026519e-01
6.2855149540e-01    2.8477938652e+00    3.8198204510e-01    4.2700373626e-01    7.0076901313e-01    8.8782536680e-01    1.0862335253e-01
6.2858941597e-01    2.8478479767e+00    3.8192793361e-01    4.2693518220e-01    7.0080268009e-01    8.8783124574e-01    1.0866644038e-01
6.2862733629e-01    2.8479020853e+00    3.8187382507e-01    4.2686663472e-01    7.0083634704e-01    8.8783712668e-01    1.0870952873e-01
6.2866525636e-01    2.8479561909e+00    3.8181971949e-01    4.2679809383e-01    7.0087001400e-01    8.8784300964e-01    1.0875261758e-01
6.2870317617e-01    2.8480102935e+00    3.8176561686e-01    4.2672955953e-01    7.0090368096e-01    8.8784889461e-01    1.0879570693e-01
6.2874109574e-01    2.8480643932e+00    3.8171151720e-01    4.2666103180e-01    7.0093734791e-01    8.8785478159e-01    1.0883879679e-01
6.2877901505e-01    2.8481184899e+00    3.8165742049e-01    4.2659251066e-01    7.0097101487e-01    8.8786067057e-01    1.0888188715e-01
6.2881693412e-01    2.8481725836e+00    3.8160332674e-01    4.2652399610e-01    7.0100468182e-01    8.8786656157e-01    1.0892497801e-01
6.2885485293e-01    2.8482266744e+00    3.8154923594e-01    4.2645548812e-01    7.0103834878e-01    8.8787245457e-01    1.0896806937e-01
6.2889277149e-01    2.8482807622e+00    3.8149514811e-01    4.2638698673e-01    7.0107201573e-01    8.8787834958e-01    1.0901116123e-01
6.2893068979e-01    2.8483348471e+00    3.8144106322e-01    4.2631849191e-01    7.0110568269e-01    8.8788424660e-01    1.0905425360e-01
6.2896860785e-01    2.8483889291e+00    3.8138698130e-01    4.2625000366e-01    7.0113934964e-01    8.8789014563e-01    1.0909734647e-01
6.2900652565e-01    2.8484430080e+00    3.8133290233e-01    4.2618152200e-01    7.0117301660e-01    8.8789604667e-01    1.0914043984e-01
6.2904444320e-01    2.8484970840e+00    3.8127882632e-01    4.2611304691e-01    7.0120668356e-01    8.8790194972e-01    1.0918353372e-01
6.2908236050e-01    2.8485511571e+00    3.8122475326e-01    4.2604457840e-01    7.0124035051e-01    8.8790785477e-01    1.0922662810e-01
6.2912027755e-01    2.8486052272e+00    3.8117068316e-01    4.2597611646e-01    7.0127401747e-01    8.8791376183e-01    1.0926972298e-01
6.2915819434e-01    2.8486592943e+00    3.8111661601e-01    4.2590766109e-01    7.0130768442e-01    8.8791967090e-01    1.0931281837e-01
6.2919611089e-01    2.8487133585e+00    3.8106255182e-01    4.2583921230e-01    7.0134135138e-01    8.8792558197e-01    1.0935591426e-01
6.2923402718e-01    2.8487674198e+00    3.8100849059e-01    4.2577077007e-01    7.0137501833e-01    8.8793149505e-01    1.0939901065e-01
6.2927194321e-01    2.8488214780e+00    3.8095443231e-01    4.2570233442e-01    7.0140868529e-01    8.8793741014e-01    1.0944210755e-01
6.2930985900e-01    2.8488755334e+00    3.8090037698e-01    4.2563390534e-01    7.0144235224e-01    8.8794332723e-01    1.0948520496e-01
6.2934777453e-01    2.8489295857e+00    3.8084632461e-01    4.2556548282e-01    7.0147601920e-01    8.8794924633e-01    1.0952830286e-01
6.2938568981e-01    2.8489836352e+00    3.8079227519e-01    4.2549706688e-01    7.0150968616e-01    8.8795516744e-01    1.0957140128e-01
6.2942360484e-01    2.8490376816e+00    3.8073822873e-01    4.2542865749e-01    7.0154335311e-01    8.8796109055e-01    1.0961450019e-01
6.2946151961e-01    2.8490917251e+00    3.8068418522e-01    4.2536025468e-01    7.0157702007e-01    8.8796701566e-01    1.0965759962e-01
6.2949943413e-01    2.8491457657e+00    3.8063014467e-01    4.2529185843e-01    7.0161068702e-01    8.8797294279e-01    1.0970069954e-01
6.2953734840e-01    2.8491998033e+00    3.8057610707e-01    4.2522346874e-01    7.0164435398e-01    8.8797887191e-01    1.0974379998e-01
6.2957526241e-01    2.8492538379e+00    3.8052207242e-01    4.2515508562e-01    7.0167802093e-01    8.8798480304e-01    1.0978690091e-01
6.2961317617e-01    2.8493078696e+00    3.8046804073e-01    4.2508670906e-01    7.0171168789e-01    8.8799073618e-01    1.0983000236e-01
6.2965108968e-01    2.8493618984e+00    3.8041401199e-01    4.2501833905e-01    7.0174535484e-01    8.8799667132e-01    1.0987310430e-01
6.2968900293e-01    2.8494159241e+00    3.8035998621e-01    4.2494997561e-01    7.0177902180e-01    8.8800260847e-01    1.0991620676e-01
6.2972691593e-01    2.8494699470e+00    3.8030596337e-01    4.2488161873e-01    7.0181268876e-01    8.8800854762e-01    1.0995930972e-01
6.2976482868e-01    2.8495239669e+00    3.8025194349e-01    4.2481326841e-01    7.0184635571e-01    8.8801448877e-01    1.1000241319e-01
6.2980274117e-01    2.8495779838e+00    3.8019792656e-01    4.2474492464e-01    7.0188002267e-01    8.8802043193e-01    1.1004551716e-01
6.2984065341e-01    2.8496319978e+00    3.8014391259e-01    4.2467658743e-01    7.0191368962e-01    8.8802637709e-01    1.1008862164e-01
6.2987856540e-01    2.8496860088e+00    3.8008990157e-01    4.2460825677e-01    7.0194735658e-01    8.8803232425e-01    1.1013172662e-01
6.2991647713e-01    2.8497400169e+00    3.8003589350e-01    4.2453993267e-01    7.0198102353e-01    8.8803827341e-01    1.1017483212e-01
6.2995438861e-01    2.8497940220e+00    3.7998188838e-01    4.2447161512e-01    7.0201469049e-01    8.8804422458e-01    1.1021793811e-01
6.2999229983e-01    2.8498480241e+00    3.7992788621e-01    4.2440330412e-01    7.0204835745e-01    8.8805017775e-01    1.1026104462e-01
6.3003021080e-01    2.8499020234e+00    3.7987388699e-01    4.2433499968e-01    7.0208202440e-01    8.8805613293e-01    1.1030415163e-01
6.3006812152e-01    2.8499560196e+00    3.7981989073e-01    4.2426670179e-01    7.0211569136e-01    8.8806209010e-01    1.1034725915e-01
6.3010603198e-01    2.8500100129e+00    3.7976589742e-01    4.2419841044e-01    7.0214935831e-01    8.8806804928e-01    1.1039036718e-01
6.3014394218e-01    2.8500640033e+00    3.7971190706e-01    4.2413012565e-01    7.0218302527e-01    8.8807401046e-01    1.1043347572e-01
6.3018185213e-01    2.8501179907e+00    3.7965791965e-01    4.2406184740e-01    7.0221669222e-01    8.8807997364e-01    1.1047658476e-01
6.3021976183e-01    2.8501719752e+00    3.7960393519e-01    4.2399357570e-01    7.0225035918e-01    8.8808593882e-01    1.1051969431e-01
6.3025767127e-01    2.8502259567e+00    3.7954995368e-01    4.2392531054e-01    7.0228402613e-01    8.8809190601e-01    1.1056280437e-01
6.3029558046e-01    2.8502799352e+00    3.7949597512e-01    4.2385705193e-01    7.0231769309e-01    8.8809787519e-01    1.1060591494e-01
6.3033348939e-01    2.8503339108e+00    3.7944199951e-01    4.2378879986e-01    7.0235136005e-01    8.8810384638e-01    1.1064902602e-01
6.3037139807e-01    2.8503878835e+00    3.7938802686e-01    4.2372055434e-01    7.0238502700e-01    8.8810981956e-01    1.1069213760e-01
6.3040930650e-01    2.8504418532e+00    3.7933405715e-01    4.2365231536e-01    7.0241869396e-01    8.8811579475e-01    1.1073524969e-01
6.3044721466e-01    2.8504958200e+00    3.7928009039e-01    4.2358408291e-01    7.0245236091e-01    8.8812177193e-01    1.1077836229e-01
6.3048512258e-01    2.8505497838e+00    3.7922612658e-01    4.2351585701e-01    7.0248602787e-01    8.8812775112e-01    1.1082147540e-01
6.3052303023e-01    2.8506037446e+00    3.7917216573e-01    4.2344763765e-01    7.0251969482e-01    8.8813373230e-01    1.1086458902e-01
6.3056093764e-01    2.8506577025e+00    3.7911820782e-01    4.2337942483e-01    7.0255336178e-01    8.8813971549e-01    1.1090770315e-01
6.3059884478e-01    2.8507116575e+00    3.7906425286e-01    4.2331121854e-01    7.0258702873e-01    8.8814570067e-01    1.1095081779e-01
6.3063675167e-01    2.8507656095e+00    3.7901030085e-01    4.2324301879e-01    7.0262069569e-01    8.8815168785e-01    1.1099393294e-01
6.3067465831e-01    2.8508195586e+00    3.7895635178e-01    4.2317482558e-01    7.0265436265e-01    8.8815767704e-01    1.1103704860e-01
6.3071256469e-01    2.8508735047e+00    3.7890240567e-01    4.2310663890e-01    7.0268802960e-01    8.8816366822e-01    1.1108016476e-01
6.3075047081e-01    2.8509274478e+00    3.7884846251e-01    4.2303845875e-01    7.0272169656e-01    8.8816966140e-01    1.1112328144e-01
6.3078837668e-01    2.8509813881e+00    3.7879452229e-01    4.2297028514e-01    7.0275536351e-01    8.8817565657e-01    1.1116639863e-01
6.3082628229e-01    2.8510353253e+00    3.7874058502e-01    4.2290211806e-01    7.0278903047e-01    8.8818165375e-01    1.1120951633e-01
6.3086418765e-01    2.8510892596e+00    3.7868665070e-01    4.2283395751e-01    7.0282269742e-01    8.8818765292e-01    1.1125263453e-01
6.3090209275e-01    2.8511431910e+00    3.7863271933e-01    4.2276580349e-01    7.0285636438e-01    8.8819365409e-01    1.1129575325e-01
6.3093999759e-01    2.8511971194e+00    3.7857879090e-01    4.2269765599e-01    7.0289003133e-01    8.8819965726e-01    1.1133887248e-01
6.3097790218e-01    2.8512510449e+00    3.7852486543e-01    4.2262951503e-01    7.0292369829e-01    8.8820566242e-01    1.1138199222e-01
6.3101580651e-01    2.8513049675e+00    3.7847094290e-01    4.2256138059e-01    7.0295736525e-01    8.8821166958e-01    1.1142511247e-01
6.3105371059e-01    2.8513588870e+00    3.7841702331e-01    4.2249325268e-01    7.0299103220e-01    8.8821767874e-01    1.1146823324e-01
6.3109161441e-01    2.8514128037e+00    3.7836310668e-01    4.2242513129e-01    7.0302469916e-01    8.8822368989e-01    1.1151135451e-01
6.3112951797e-01    2.8514667174e+00    3.7830919299e-01    4.2235701643e-01    7.0305836611e-01    8.8822970304e-01    1.1155447630e-01
6.3116742128e-01    2.8515206281e+00    3.7825528225e-01    4.2228890809e-01    7.0309203307e-01    8.8823571819e-01    1.1159759859e-01
6.3120532433e-01    2.8515745359e+00    3.7820137445e-01    4.2222080628e-01    7.0312570002e-01    8.8824173533e-01    1.1164072140e-01
6.3124322712e-01    2.8516284407e+00    3.7814746960e-01    4.2215271098e-01    7.0315936698e-01    8.8824775447e-01    1.1168384472e-01
6.3128112965e-01    2.8516823426e+00    3.7809356770e-01    4.2208462221e-01    7.0319303393e-01    8.8825377561e-01    1.1172696855e-01
6.3131903193e-01    2.8517362416e+00    3.7803966874e-01    4.2201653995e-01    7.0322670089e-01    8.8825979874e-01    1.1177009290e-01
6.3135693395e-01    2.8517901376e+00    3.7798577273e-01    4.2194846421e-01    7.0326036785e-01    8.8826582386e-01    1.1181321776e-01
6.3139483572e-01    2.8518440307e+00    3.7793187967e-01    4.2188039499e-01    7.0329403480e-01    8.8827185098e-01    1.1185634313e-01
6.3143273722e-01    2.8518979208e+00    3.7787798955e-01    4.2181233229e-01    7.0332770176e-01    8.8827788009e-01    1.1189946901e-01
6.3147063847e-01    2.8519518080e+00    3.7782410237e-01    4.2174427611e-01    7.0336136871e-01    8.8828391120e-01    1.1194259540e-01
6.3150853946e-01    2.8520056922e+00    3.7777021815e-01    4.2167622643e-01    7.0339503567e-01    8.8828994430e-01    1.1198572231e-01
6.3154644020e-01    2.8520595735e+00    3.7771633686e-01    4.2160818328e-01    7.0342870262e-01    8.8829597940e-01    1.1202884973e-01
6.3158434068e-01    2.8521134518e+00    3.7766245852e-01    4.2154014663e-01    7.0346236958e-01    8.8830201649e-01    1.1207197767e-01
6.3162224090e-01    2.8521673272e+00    3.7760858313e-01    4.2147211650e-01    7.0349603653e-01    8.8830805557e-01    1.1211510611e-01
6.3166014086e-01    2.8522211997e+00    3.7755471068e-01    4.2140409288e-01    7.0352970349e-01    8.8831409665e-01    1.1215823508e-01
6.3169804056e-01    2.8522750692e+00    3.7750084117e-01    4.2133607576e-01    7.0356337045e-01    8.8832013972e-01    1.1220136455e-01
6.3173594001e-01    2.8523289357e+00    3.7744697461e-01    4.2126806516e-01    7.0359703740e-01    8.8832618478e-01    1.1224449454e-01
6.3177383920e-01    2.8523827994e+00    3.7739311099e-01    4.2120006107e-01    7.0363070436e-01    8.8833223184e-01    1.1228762504e-01
6.3181173813e-01    2.8524366600e+00    3.7733925032e-01    4.2113206348e-01    7.0366437131e-01    8.8833828089e-01    1.1233075606e-01
6.3184963680e-01    2.8524905178e+00    3.7728539259e-01    4.2106407240e-01    7.0369803827e-01    8.8834433193e-01    1.1237388759e-01
6.3188753521e-01    2.8525443725e+00    3.7723153780e-01    4.2099608782e-01    7.0373170522e-01    8.8835038496e-01    1.1241701964e-01
6.3192543337e-01    2.8525982244e+00    3.7717768596e-01    4.2092810975e-01    7.0376537218e-01    8.8835643999e-01    1.1246015220e-01
6.3196333127e-01    2.8526520733e+00    3.7712383706e-01    4.2086013819e-01    7.0379903913e-01    8.8836249700e-01    1.1250328527e-01
6.3200122890e-01    2.8527059192e+00    3.7706999111e-01    4.2079217312e-01    7.0383270609e-01    8.8836855601e-01    1.1254641886e-01
6.3203912629e-01    2.8527597623e+00    3.7701614809e-01    4.2072421456e-01    7.0386637305e-01    8.8837461701e-01    1.1258955297e-01
6.3207702341e-01    2.8528136023e+00    3.7696230802e-01    4.2065626250e-01    7.0390004000e-01    8.8838068000e-01    1.1263268759e-01
6.3211492027e-01    2.8528674395e+00    3.7690847089e-01    4.2058831694e-01    7.0393370696e-01    8.8838674498e-01    1.1267582272e-01
6.3215281687e-01    2.8529212736e+00    3.7685463671e-01    4.2052037787e-01    7.0396737391e-01    8.8839281196e-01    1.1271895837e-01
6.3219071322e-01    2.8529751049e+00    3.7680080546e-01    4.2045244531e-01    7.0400104087e-01    8.8839888092e-01    1.1276209454e-01
6.3222860931e-01    2.8530289332e+00    3.7674697716e-01    4.2038451924e-01    7.0403470782e-01    8.8840495187e-01    1.1280523122e-01
6.3226650513e-01    2.8530827585e+00    3.7669315180e-01    4.2031659967e-01    7.0406837478e-01    8.8841102482e-01    1.1284836842e-01
6.3230440070e-01    2.8531365810e+00    3.7663932938e-01    4.2024868659e-01    7.0410204173e-01    8.8841709975e-01    1.1289150614e-01
6.3234229601e-01    2.8531904004e+00    3.7658550991e-01    4.2018078001e-01    7.0413570869e-01    8.8842317667e-01    1.1293464437e-01
6.3238019106e-01    2.8532442170e+00    3.7653169337e-01    4.2011287992e-01    7.0416937565e-01    8.8842925558e-01    1.1297778311e-01
6.3241808585e-01    2.8532980306e+00    3.7647787978e-01    4.2004498632e-01    7.0420304260e-01    8.8843533648e-01    1.1302092238e-01
6.3245598038e-01    2.8533518412e+00    3.7642406912e-01    4.1997709922e-01    7.0423670956e-01    8.8844141937e-01    1.1306406216e-01
6.3249387466e-01    2.8534056489e+00    3.7637026141e-01    4.1990921860e-01    7.0427037651e-01    8.8844750425e-01    1.1310720245e-01
6.3253176867e-01    2.8534594537e+00    3.7631645664e-01    4.1984134448e-01    7.0430404347e-01    8.8845359112e-01    1.1315034327e-01
6.3256966242e-01    2.8535132555e+00    3.7626265481e-01    4.1977347684e-01    7.0433771042e-01    8.8845967998e-01    1.1319348460e-01
6.3260755591e-01    2.8535670544e+00    3.7620885592e-01    4.1970561570e-01    7.0437137738e-01    8.8846577082e-01    1.1323662645e-01
6.3264544915e-01    2.8536208504e+00    3.7615505997e-01    4.1963776103e-01    7.0440504433e-01    8.8847186365e-01    1.1327976881e-01
6.3268334212e-01    2.8536746434e+00    3.7610126696e-01    4.1956991286e-01    7.0443871129e-01    8.8847795847e-01    1.1332291169e-01
6.3272123483e-01    2.8537284335e+00    3.7604747689e-01    4.1950207117e-01    7.0447237825e-01    8.8848405528e-01    1.1336605510e-01
6.3275912728e-01    2.8537822206e+00    3.7599368976e-01    4.1943423596e-01    7.0450604520e-01    8.8849015408e-01    1.1340919901e-01
6.3279701948e-01    2.8538360048e+00    3.7593990557e-01    4.1936640724e-01    7.0453971216e-01    8.8849625486e-01    1.1345234345e-01
6.3283491141e-01    2.8538897860e+00    3.7588612432e-01    4.1929858500e-01    7.0457337911e-01    8.8850235763e-01    1.1349548841e-01
6.3287280308e-01    2.8539435643e+00    3.7583234601e-01    4.1923076924e-01    7.0460704607e-01    8.8850846238e-01    1.1353863388e-01
6.3291069449e-01    2.8539973397e+00    3.7577857063e-01    4.1916295996e-01    7.0464071302e-01    8.8851456913e-01    1.1358177987e-01
6.3294858565e-01    2.8540511122e+00    3.7572479820e-01    4.1909515716e-01    7.0467437998e-01    8.8852067785e-01    1.1362492638e-01
6.3298647654e-01    2.8541048816e+00    3.7567102870e-01    4.1902736083e-01    7.0470804693e-01    8.8852678857e-01    1.1366807341e-01
6.3302436717e-01    2.8541586482e+00    3.7561726215e-01    4.1895957099e-01    7.0474171389e-01    8.8853290127e-01    1.1371122096e-01
6.3306225754e-01    2.8542124118e+00    3.7556349853e-01    4.1889178762e-01    7.0477538085e-01    8.8853901596e-01    1.1375436902e-01
6.3310014765e-01    2.8542661725e+00    3.7550973785e-01    4.1882401073e-01    7.0480904780e-01    8.8854513263e-01    1.1379751761e-01
6.3313803749e-01    2.8543199302e+00    3.7545598011e-01    4.1875624031e-01    7.0484271476e-01    8.8855125129e-01    1.1384066671e-01
6.3317592708e-01    2.8543736850e+00    3.7540222530e-01    4.1868847637e-01    7.0487638171e-01    8.8855737193e-01    1.1388381634e-01
6.3321381641e-01    2.8544274369e+00    3.7534847344e-01    4.1862071890e-01    7.0491004867e-01    8.8856349456e-01    1.1392696648e-01
6.3325170547e-01    2.8544811858e+00    3.7529472451e-01    4.1855296790e-01    7.0494371562e-01    8.8856961917e-01    1.1397011715e-01
6.3328959428e-01    2.8545349318e+00    3.7524097851e-01    4.1848522337e-01    7.0497738258e-01    8.8857574576e-01    1.1401326833e-01
6.3332748282e-01    2.8545886749e+00    3.7518723546e-01    4.1841748531e-01    7.0501104953e-01    8.8858187434e-01    1.1405642003e-01
6.3336537110e-01    2.8546424150e+00    3.7513349534e-01    4.1834975373e-01    7.0504471649e-01    8.8858800491e-01    1.1409957226e-01
6.3340325912e-01    2.8546961522e+00    3.7507975816e-01    4.1828202861e-01    7.0507838345e-01    8.8859413746e-01    1.1414272500e-01
6.3344114688e-01    2.8547498864e+00    3.7502602392e-01    4.1821430995e-01    7.0511205040e-01    8.8860027199e-01    1.1418587827e-01
6.3347903437e-01    2.8548036177e+00    3.7497229261e-01    4.1814659777e-01    7.0514571736e-01    8.8860640851e-01    1.1422903205e-01
6.3351692161e-01    2.8548573461e+00    3.7491856424e-01    4.1807889205e-01    7.0517938431e-01    8.8861254701e-01    1.1427218636e-01
6.3355480858e-01    2.8549110715e+00    3.7486483881e-01    4.1801119279e-01    7.0521305127e-01    8.8861868749e-01    1.1431534119e-01
6.3359269529e-01    2.8549647940e+00    3.7481111631e-01    4.1794350000e-01    7.0524671822e-01    8.8862482995e-01    1.1435849653e-01
6.3363058174e-01    2.8550185136e+00    3.7475739675e-01    4.1787581367e-01    7.0528038518e-01    8.8863097440e-01    1.1440165240e-01
6.3366846793e-01    2.8550722302e+00    3.7470368012e-01    4.1780813380e-01    7.0531405213e-01    8.8863712083e-01    1.1444480879e-01
6.3370635385e-01    2.8551259439e+00    3.7464996643e-01    4.1774046039e-01    7.0534771909e-01    8.8864326924e-01    1.1448796571e-01
6.3374423952e-01    2.8551796547e+00    3.7459625568e-01    4.1767279345e-01    7.0538138605e-01    8.8864941964e-01    1.1453112314e-01
6.3378212492e-01    2.8552333625e+00    3.7454254785e-01    4.1760513296e-01    7.0541505300e-01    8.8865557201e-01    1.1457428110e-01
6.3382001006e-01    2.8552870674e+00    3.7448884297e-01    4.1753747893e-01    7.0544871996e-01    8.8866172637e-01    1.1461743957e-01
6.3385789493e-01    2.8553407693e+00    3.7443514102e-01    4.1746983135e-01    7.0548238691e-01    8.8866788271e-01    1.1466059857e-01
6.3389577954e-01    2.8553944683e+00    3.7438144200e-01    4.1740219024e-01    7.0551605387e-01    8.8867404103e-01    1.1470375810e-01
